Part Number,Current Noise Density (typ),Analog.com Inventory,# of Amps,GBP (typ),BW -3 dB (typ),Slew Rate (typ),Vos (max),VNoise Density (typ),Ibias (max),Rail to Rail,Iq/Amp (typ),Vs span (min),Vs span (max),1ku List Price,Package Area,Package
,A/rtHz,,,Hz,Hz,V/us,V,V/rtHz,A,,A,V,V,$ US,mm²,
ADA4097-2,50f,69,2,130k,,100m,60µ,53n,300p,Both,32.5µ,3,50,$4.39500 (ADA4097-2BCPZ-RL7),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (ADA4097-2BCPZ),"10-Lead DFN (3mm x 3mm w/ EP),8-Lead SOIC,8-Lead MSOP"
ADA4098-2,150f,21,2,1.05M,1.05M,400m,35µ,17n,700p,Both,165µ,3,50,$4.39500 (ADA4098-2BCPZ),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (ADA4098-2BCPZ-RL7),"10-Lead DFN (3mm x 3mm w/ EP),8-Lead SOIC,8-Lead MSOP"
MAX40263,,1627,2,15M,15M,7,50µ,12.7n,1.5p,Both,750µ,1.8,5.5,$0.62000 (MAX40263AVB+T),"3.5475mm² (Ultra Thin Quad Flatpack, No Leads) (MAX40263AVB+T)","Ultra Thin Quad Flatpack, No Leads"
ADA4099-2,500f,0,2,8M,8M,4,40µ,7n,10n,Both,1.5m,3.15,50,$4.39500 (ADA4099-2BCPZ),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (ADA4099-2BCPZ),"10-Lead DFN (3mm x 3mm w/ EP),CHIPS OR DIE,8-Lead SOIC,8-Lead MSOP"
ADA4077-4S,,,2,3.9M,,1,25µ,7n,1n,,400µ,5,30,,,CER. FLATPACK WITH LEADS
ADA4097-1,50f,0,1,130k,,100m,60µ,53n,300p,Both,32.5µ,3,50,$2.98500 (ADA4097-1BUJZ-RL7),8.12mm² (6-Lead TSOT) (ADA4097-1BUJZ-R5),6-Lead TSOT
MAX40024,10f,,2,80k,80k,20m,400µ,32n,5p,Both,17µ,1.6,3.6,$0.92000 (MAX40024ANL+T),,9-WLCSP-N/A
MAX40110,100f,86526,1,,15M,7,50µ,12.7n,500f,Both,750µ,1.7,5.5,$0.44000 (MAX40110AYT+T),,6-LGA-1.5X1X0.5
MAX40111,100f,90892,1,,15M,7,50µ,12.7n,500f,Both,750µ,1.7,5.5,$0.44000 (MAX40111ANT+T),,6-WLCSP-N/A
ADA4098-1,150f,196,1,1.05M,1.05M,400m,35µ,17n,700p,Both,165µ,3,50,$2.98500 (ADA4098-1BUJZ-RL7),8.12mm² (6-Lead TSOT) (ADA4098-1HUJZ-RL7),6-Lead TSOT
ADA4099-1,500f,146,1,8M,8M,4,30µ,7n,10n,Both,1.5m,3.15,55,$2.98500 (ADA4099-1BUJZ-R5),8.12mm² (6-Lead TSOT) (ADA4099-1BUJZ-R5),6-Lead TSOT
MAX40023,10f,341297,1,80k,80k,20m,400µ,32n,5p,Both,17µ,1.6,3.6,$0.56000 (MAX40023ANT+T),,6-WLCSP-N/A
LTC2068,35f,0,4,100k,,17.5m,5µ,80n,35p,Both,7.5µ,1.7,5.25,$3.84000 (LTC2068IF#PBF),9mm² (16-Lead Plastic QFN) (LTC2068HUD#PBF),"14-Lead TSSOP,16-Lead Plastic QFN"
ADA4523-1,1p,693,1,5M,,1.85,4µ,4.2n,300p,Output,4.5m,4.5,36,$1.63500 (ADA4523-1BCPZ),9mm² (8-Lead LFCSP (3mm x 3mm x 0.75mm)) (ADA4523-1BCPZ),"8-Lead LFCSP (3mm x 3mm x 0.75mm),8-Lead SOIC,8-Lead MSOP"
LTC2065,12f,16,4,20k,,3.5m,5µ,220n,20p,Both,1.4µ,1.7,5.25,$3.84000 (LTC2065IF#PBF),9mm² (16-Lead Plastic QFN) (LTC2065HUD#TRPBF),"14-Lead TSSOP,16-Lead Plastic QFN"
LTC6226,2.4p,548,1,420M,330M,180,95µ,1n,20µ,"In to V-, Output",5.5m,2.8,11.75,$2.88000 (LTC6226IDC#TRMPBF),4mm² (6-Lead DFN (2mm x 2mm w/ EP)) (LTC6226HDC#TRPBF),"SOIC 150 MIL,6-Lead TSOT-23,16-Lead MSOP,6-Lead DFN (2mm x 2mm w/ EP)"
LTC6227,2.4p,556,2,420M,330M,180,95µ,1n,20µ,"In to V-, Output",5.5m,2.8,11.75,$4.18500 (LTC6227IDD#PBF),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (LTC6227HDD#TRPBF),"8-Lead MSOP w/ EP,10-Lead DFN (3mm x 3mm w/ EP)"
LTC6229,3p,113,2,890M,730M,500,95µ,880p,2.5µ,"In to V-, Output",16m,2.8,11.75,$4.18500 (LTC6229IDD#PBF),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (LTC6229IDD#PBF),"8-Lead MSOP w/ EP,10-Lead DFN (3mm x 3mm w/ EP)"
ADA4625-2,4.5f,7700,2,18M,16M,48,100µ,3.3n,75p,"In to V-, Output",4m,5,36,$8.80500 (ADA4625-2ARDZ-R7),31mm² (8-Lead SOIC w/ EP) (ADA4625-2ARDZ),8-Lead SOIC w/ EP
LTC6228,3p,16141,1,890M,730M,500,95µ,880p,2.5µ,"In to V-, Output",16m,2.8,11.75,$3.04500 (LTC6228IS8#PBF),4mm² (6-Lead DFN (2mm x 2mm w/ EP)) (LTC6228IDC#TRMPBF),"8-Lead SOIC (Narrow 0.15 Inch),6-Lead TSOT-23,6-Lead DFN (2mm x 2mm w/ EP)"
ADHV4702-1,1f,99,1,10M,10M,74,1m,8n,2p,,3m,24,220,,49mm² (12-Lead LFCSP (7mm x 7mm x 0.75mm w/ EP)) (ADHV4702-1BCPZ),12-Lead LFCSP (7mm x 7mm x 0.75mm w/ EP)
LTC2050HV,3f,1394,1,3M,,2,3µ,,50p,"In to V-, Output",800µ,2.7,11,$2.35500 (LTC2050HVCS5#TRMPBF),8.12mm² (5-Lead TSOT-23) (LTC2050HVCS5#TRMPBF),"8-Lead SOIC (Narrow 0.15 Inch),5-Lead TSOT-23,6-Lead TSOT-23"
LTC2064,12f,207,2,20k,,3.5m,5µ,220n,20p,Both,1.4µ,1.7,5.25,$2.65500 (LTC2064IMS8#PBF),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (LTC2064IDD#TRPBF),"8-Lead MSOP,10-Lead DFN (3mm x 3mm w/ EP)"
LTC2067,35f,0,2,100k,,17.5m,5µ,80n,35p,Both,7.5µ,1.7,5.25,$2.91000 (LTC2067IMS8#PBF),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (LTC2067IDD#PBF),"8-Lead MSOP,10-Lead DFN (3mm x 3mm w/ EP)"
MAX40078,500a,59466,4,10M,10M,3,350µ,5.5n,260p,Output Only,2.2m,2.7,5.5,$1.73000 (MAX40078AUD+),33.405mm² (Thin Shrink Small-Outline Package) (MAX40078AUD+),Thin Shrink Small-Outline Package
LTC2058,500f,37,2,2.5M,,1.6,5µ,9n,100p,"In to V-, Output",950µ,4.75,36,$2.98500 (LTC2058IS8E#PBF),19.7911mm² (12-Lead MSOP w/ EP) (LTC2058HMSE#PBF),"12-Lead MSOP w/ EP,8-Lead SOIC (Narrow 0.15 Inch w/ EP)"
ADA4505-1,20f,3000,1,50k,,6m,3m,65n,2p,Both,9µ,1.8,5,$0.79924 (ADA4505-1ARJZ-R7),1.346625mm² (6-Ball WLCSP (0.905mm x 1.385mm)) (ADA4505-1ACBZ-R7),"6-Ball WLCSP (0.905mm x 1.385mm),5-Lead SOT-23"
MAX40018,,9360,2,,9k,64m,1.3m,,200p,Output Only,400n,1.7,5.5,$1.01000 (MAX40018ANA+T),"9.61mm² (Thin Dual Flatpack No Leads, Exposed Pad) (MAX40018ATA+T)","8-WLCSP-N/A,Thin Dual Flatpack No Leads, Exposed Pad"
MAX40079,500a,107495,1,10M,10M,3,350µ,5.5n,260p,Output Only,2.2m,2.7,5.5,$1.12000 (MAX40079ANT+T),9mm² (6-SOT_23-N/A) (MAX40079AUT+),"6-WLCSP-N/A,6-SOT_23-N/A"
MAX40087,500a,39331,1,42M,42M,10,350µ,5.5n,260p,Output Only,2.2m,2.7,5.5,$1.12000 (MAX40087ANT+T),9mm² (6-SOT_23-N/A) (MAX40087AUT+T),"6-WLCSP-N/A,6-SOT_23-N/A"
ADA4084-4S,,,4,,,,100µ,,250n,Both,,3,30,,,CER. FLATPACK WITH LEADS
ADA4625-1,4.5f,8399,1,18M,16M,48,80µ,3.3n,75p,"In to V-, Output",4m,5,36,$7.18500 (ADA4625-1ARDZ-R7),31mm² (8-Lead SOIC w/ EP) (ADA4625-1ARDZ-R7),8-Lead SOIC w/ EP
ADA4622-4,800a,0,4,8M,15.5M,23,350µ,12.5n,10p,"In to V-, Output",665µ,5,30,$7.17000 (ADA4622-4ARZ),16mm² (16-Lead LFCSP (4mm x 4mm w/ EP)) (ADA4622-4ACPZ-R7),"16-Lead LFCSP (4mm x 4mm w/ EP),14-Lead SOIC"
LT1210X,2p,0,1,,55M,900,15m,3n,60µ,,35m,10,30,,32.64mm² (16-Lead TSSOP w/ EP) (LT1210XFE#PBF),16-Lead TSSOP w/ EP
LT6203X,750f,0,2,83M,,24,500µ,2n,7µ,Both,3.3m,2.5,12.6,,31.00979mm² (8-Lead SOIC (Narrow 0.15 Inch)) (LT6203XS8#PBF),8-Lead SOIC (Narrow 0.15 Inch)
ADA4622-1,800a,674,1,8M,15.5M,23,350µ,12.5n,10p,"In to V-, Output",715µ,5,30,$2.34000 (ADA4622-1ARJZ-R7),9mm² (5-Lead SOT-23) (ADA4622-1ARJZ-RL),"8-Lead SOIC,5-Lead SOT-23"
LTC2063,12f,41,1,20k,,3.5m,5µ,220n,20p,Both,1.4µ,1.7,5.25,$1.90500 (LTC2063IS5#TRPBF),5.28mm² (6-Lead SC70) (LTC2063ISC6#TRPBF),"5-Lead TSOT-23,6-Lead SC70"
LTC6258,500f,0,1,1.3M,,240m,400µ,38n,75n,Both,20µ,1.8,5.25,$2.28000 (LTC6258IDC#TRMPBF),4mm² (6-Lead DFN (2mm x 2mm w/ EP)) (LTC6258HDC#TRMPBF),"6-Lead TSOT-23,6-Lead DFN (2mm x 2mm w/ EP)"
LTC6259,500f,1347,2,1.3M,,240m,400µ,38n,75n,Both,20µ,1.8,5.25,$2.80500 (LTC6259IMS8#PBF),4mm² (8-Lead DFN (2mm x 2mm w/ EP)) (LTC6259HDC#TRMPBF),"8-Lead SOT-23,8-Lead MSOP,10-Lead MSOP,8-Lead DFN (2mm x 2mm w/ EP)"
LTC6260,500f,24,4,1.3M,,240m,400µ,38n,75n,Both,20µ,1.8,5.25,$4.48500 (LTC6260IMS#PBF),14.7mm² (10-Lead MSOP) (LTC6260HMS#PBF),10-Lead MSOP
LTC6261,600f,0,1,30M,,7,400µ,13n,100n,Both,245µ,1.8,5.25,$2.28000 (LTC6261IS6#TRMPBF),4mm² (6-Lead DFN (2mm x 2mm w/ EP)) (LTC6261HDC#TRMPBF),"6-Lead TSOT-23,6-Lead DFN (2mm x 2mm w/ EP)"
LTC6262,600f,3331,2,30M,,7,400µ,13n,100n,Both,245µ,1.8,5.25,$2.80500 (LTC6262IMS8#PBF),4mm² (8-Lead DFN (2mm x 2mm w/ EP)) (LTC6262HDC#TRMPBF),"8-Lead SOT-23,8-Lead MSOP,10-Lead MSOP,8-Lead DFN (2mm x 2mm w/ EP)"
LTC6263,600f,190,4,30M,,7,400µ,13n,100n,Both,245µ,1.8,5.25,$4.48500 (LTC6263IMS#TRPBF),19.7911mm² (16-Lead MSOP) (LTC6263IMS#PBF),16-Lead MSOP
LT6274,500f,,1,40M,90M,2.2k,400µ,10n,500n,,1.6m,9,32,,,
LTC2066,35f,206,1,100k,,17.5m,5µ,80n,35p,Both,7.5µ,1.7,5.25,$1.78500 (LTC2066IS5#TRPBF),5.28mm² (6-Lead SC70) (LTC2066HSC6#TRMPBF),"5-Lead TSOT-23,6-Lead SC70"
MAX40006,1f,150815,1,,300k,140m,1m,440n,3n,Both,4.5µ,1.7,5.5,$0.80000 (MAX40006AUT+T),0.8436mm² (6-WLCSP-N/A) (MAX40006ANT+T),"6-WLCSP-N/A,6-SOT_23-N/A"
MAX40007,4f,118337,1,15k,20k,12,1.3m,513n,100p,Output Only,700n,1.7,5.5,$0.80000 (MAX40007ANT+T),0.8436mm² (6-WLCSP-N/A) (MAX40007ANT+T),"6-WLCSP-N/A,6-SOT_23-N/A"
LT6018,3p,1,1,15M,,30,50µ,1.2n,150n,,7.2m,8,33,$5.83500 (LT6018IDE#PBF),12mm² (12(10)-Lead DFN (4mm x 3mm w/ EP)) (LT6018IDE#PBF),"8-Lead SOIC (Narrow 0.15 Inch w/ EP),12(10)-Lead DFN (4mm x 3mm w/ EP)"
MAX40100,100f,1133,1,,1.5M,700m,10µ,42n,80p,Both,66µ,1.6,5.5,$1.46000 (MAX40100ANT+T),0.8436mm² (6-WLCSP-N/A) (MAX40100ANT+),"EVALUATION BOARDS,6-WLCSP-N/A"
ADA4522-1,800f,10643,1,2.7M,6.5M,1.7,5µ,5.8n,150p,Output,840µ,4.5,55,$1.62000 (ADA4522-1ARZ),31mm² (8-Lead SOIC) (ADA4522-1ARZ),"8-Lead SOIC,8-Lead MSOP"
LTC6253-7,4p,21,2,2G,,500,350µ,2.75n,750n,Both,3.3m,2.5,5.25,$5.43000 (LTC6253IMS-7#PBF),14.7mm² (10-Lead MSOP) (LTC6253IMS-7#PBF),10-Lead MSOP
ADA4077-2S,,,2,3.9M,,1,25µ,7n,1n,,400µ,5,30,,,CER. FLATPACK WITH LEADS
MAX44290,,4602,1,,15M,7,50µ,,500f,Both,750µ,1.7,5.5,$0.85000 (MAX44290ANT+T),1.0416mm² (6-WLCSP-N/A) (MAX44290ANT+T),"EVALUATION BOARDS,6-WLCSP-N/A"
ADA4522-4,800f,7668,4,2.7M,6.5M,1.7,5µ,5.8n,150p,Output,830µ,4.5,55,$7.18500 (ADA4522-4ARUZ-R7),32.64mm² (14-Lead TSSOP) (ADA4522-4ARUZ-RL),"14-Lead SOIC,14-Lead TSSOP"
ADA4530-1,70a,4,1,2M,6M,1.4,40µ,14n,20f,Output,900µ,4.5,16,$24.27000 (ADA4530-1ARZ-R7),31mm² (8-Lead SOIC) (ADA4530-1ARZ-RL),8-Lead SOIC
ADA4622-2,800a,10521,2,8M,15.5M,23,350µ,12.5n,10p,"In to V-, Output",665µ,5,30,$3.66000 (ADA4622-2ACPZ-R7),9mm² (8-Lead LFCSP (3mm x 3mm w/ EP)) (ADA4622-2ACPZ-RL),"8-Lead LFCSP (3mm x 3mm w/ EP),8-Lead SOIC,8-Lead MSOP"
ADA4806-1,700f,0,1,30M,105M,160,125µ,5.2n,800n,"In to V-, Output",570µ,3,10,$1.84500 (ADA4806-1ARJZ-R7),9mm² (8-Lead SOT-23) (ADA4806-1ARJZ-R2),8-Lead SOT-23
ADA4807-4,700f,6489,4,200M,180M,225,175µ,3.3n,2µ,Both,1m,2.7,11,$4.75500 (ADA4807-4ARUZ),32.64mm² (14-Lead TSSOP) (ADA4807-4ARUZ),14-Lead TSSOP
ADA4522-2,800f,10339,2,2.7M,6.5M,1.7,5µ,5.8n,150p,Output,830µ,4.5,55,$3.39000 (ADA4522-2ARMZ-R7),31mm² (8-Lead SOIC) (ADA4522-2ARZ-R7),"CHIPS OR DIE,8-Lead SOIC,8-Lead MSOP"
MAX44211,,52503,1,,8.5M,80,,,,,1m,8,20,$4.86000 (MAX44211ETP+T),"16.81mm² (Thin Quad Flatpack, No Leads) (MAX44211ETP+T)","EVALUATION BOARDS,Thin Quad Flatpack, No Leads"
ADA4084-2S,,,2,,,,100µ,,250n,Both,,3,30,,,CER. FLATPACK WITH LEADS
ADA4177-1,200f,8504,1,3.5M,6M,1.5,60µ,8n,1n,Output,500µ,10,30,$1.81500 (ADA4177-1ARMZ),31mm² (8-Lead SOIC) (ADA4177-1ARZ-R7),"8-Lead SOIC,8-Lead MSOP"
ADA4350,1.1p,2201,1,175M,55M,100,80µ,5n,1p,,8.5m,3.3,12,$12.19500 (ADA4350ARUZ-R7),62.72mm² (28-Lead TSSOP (4.4mm x 9.7mm)) (ADA4350ARUZ-R7),28-Lead TSSOP (4.4mm x 9.7mm)
ADA4610-1,1f,0,1,16.3M,9.5M,25,400µ,7.3n,25p,Output,1.6m,10,36,$1.75500 (ADA4610-1ARJZ-RL),9mm² (5-Lead SOT-23) (ADA4610-1ARJZ-R7),"8-Lead SOIC,5-Lead SOT-23"
ADA4807-2,700f,0,2,200M,180M,225,125µ,3.3n,1µ,Both,1m,2.7,11,$3.31500 (ADA4807-2ARMZ-R7),9mm² (10-Lead LFCSP (3mm x 3mm)) (ADA4807-2ACPZ-R2),"10-Lead LFCSP (3mm x 3mm),8-Lead MSOP"
LT6023,12f,142,2,40k,,1.45,30µ,132n,3n,Output,18µ,3,30,$3.37500 (LT6023IDD#PBF),9mm² (8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)) (LT6023HDD#PBF),"8-Lead MSOP,8-Lead DFN (3mm x 3mm x 0.75mm w/ EP),10-Lead DFN (3mm x 3mm w/ EP)"
LT6023-1,12f,142,2,40k,,1.45,30µ,132n,3n,Output,18µ,3,30,$3.37500 (LT6023IDD#PBF),9mm² (8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)) (LT6023HDD#PBF),"8-Lead MSOP,8-Lead DFN (3mm x 3mm x 0.75mm w/ EP),10-Lead DFN (3mm x 3mm w/ EP)"
LTC6268-10,7f,475,1,4G,,1.5k,700µ,4n,20f,"In to V-, Output",16.5m,3.1,5.25,$6.10500 (LTC6268IS8-10#PBF),8.12mm² (6-Lead TSOT-23) (LTC6268IS6-10#TRMPBF),"8-Lead SOIC (Narrow 0.15 Inch),6-Lead TSOT-23,CHIPS OR DIE"
LTC6269-10,7f,44,2,4G,,1.5k,700µ,4n,20f,"In to V-, Output",16.5m,3.1,5.25,,9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (LTC6269HDD-10#TRPBF),"8-Lead MSOP w/ EP,10-Lead DFN (3mm x 3mm w/ EP),CHIPS OR DIE"
ADA4177-4,200f,1124,4,3.5M,6M,1.5,60µ,8n,1n,Output,500µ,10,30,$6.67500 (ADA4177-4ARUZ),32.64mm² (14-Lead TSSOP) (ADA4177-4ARUZ-RL),"14-Lead SOIC,14-Lead TSSOP"
ADA4807-1,700f,992,1,200M,180M,225,125µ,3.3n,2µ,Both,1m,2.7,11,$1.92000 (ADA4807-1AKSZ-R7),5.28mm² (6-Lead SC70) (ADA4807-1AKSZ-R7),"6-Lead SC70,6-Lead SOT-23"
ICL7621,10f,18159,2,,44k,16m,2m,100n,50p,Output Only,6µ,2,16,$2.04000 (ICL7621DCSA+),"31mm² (Small-Outline IC, Narrow (0.15in)) (ICL7621BCSA+)","Plastic Dual-In-Line, Narrow (0.3in),Small-Outline IC, Narrow (0.15in)"
MAX44267,200f,918,2,,5M,3,50µ,8n,1.5n,Output Only,1.2m,4.5,15,$3.79000 (MAX44267AUD+T),33.405mm² (Thin Shrink Small-Outline Package) (MAX44267AUD+),"EVALUATION BOARDS,Thin Shrink Small-Outline Package"
ADA4177-2,200f,970,2,3.5M,6M,1.5,60µ,8n,1n,Output,500µ,10,30,$3.25500 (ADA4177-2ARZ-R7),31mm² (8-Lead SOIC) (ADA4177-2ARZ),"CHIPS OR DIE,8-Lead SOIC,8-Lead MSOP"
ADA4805-2,700f,264,2,30M,105M,190,125µ,5.2n,800n,"In to V-, Output",570µ,2.7,10,$3.48000 (ADA4805-2ARMZ-R7),9mm² (10-Lead LFCSP (3mm x 3mm)) (ADA4805-2ACPZ-R2),"10-Lead LFCSP (3mm x 3mm),8-Lead MSOP"
LTC6268,5.5f,0,1,500M,,400,700µ,4.3n,20f,"In to V-, Output",16.5m,3.1,5.25,$6.03000 (LTC6268IS8#TRPBF),8.12mm² (6-Lead TSOT-23) (LTC6268HS6#TRMPBF),"8-Lead SOIC (Narrow 0.15 Inch),6-Lead TSOT-23,CHIPS OR DIE"
LTC6269,5.5f,680,2,500M,,400,700µ,4.3n,20f,"In to V-, Output",16.5m,3.1,5.25,$8.74500 (LTC6269IDD#PBF),9mm² (10-Lead DFN (3mm x 3mm w/ EP)) (LTC6269HDD#TRPBF),"8-Lead MSOP w/ EP,10-Lead DFN (3mm x 3mm w/ EP),CHIPS OR DIE"
ADA4084-1,550f,0,1,15.9M,13.9M,4.6,100µ,3.9n,250n,Both,565µ,3,30,$2.77500 (ADA4084-1ARZ-R7),9mm² (5-Lead SOT-23) (ADA4084-1ARJZ-R7),"8-Lead SOIC,5-Lead SOT-23"
ADA4610-4,1f,784,4,16.3M,9.5M,25,400µ,7.3n,25p,Output,1.6m,10,36,$8.11500 (ADA4610-4ARZ-R7),16mm² (16-Lead LFCSP (4mm x 4mm w/ EP)) (ADA4610-4ACPZ-R7),"16-Lead LFCSP (4mm x 4mm w/ EP),14-Lead SOIC"
ADA4805-1,700f,184,1,30M,105M,190,125µ,5.2n,800n,"In to V-, Output",570µ,2.7,10,$1.78500 (ADA4805-1ARJZ-R7),5.28mm² (6-Lead SC70) (ADA4805-1AKSZ-R2),"6-Lead SC70,6-Lead SOT-23"
ADA4870,4.2p,0,1,,52M,2.5k,10m,2.1n,23µ,,32.5m,10,40,,,"LFCSP:LEADFRM CHIP SCALE,CHIPS OR DIE,20-Lead Power SOIC"
LTC6091,1f,0,2,12M,,21,1m,14n,3p,Output,2.8m,9.5,140,,16mm² (16-Lead QFN (4mm x 4mm x 0.75mm w/ EP)) (LTC6091HUFE#PBF),16-Lead QFN (4mm x 4mm x 0.75mm w/ EP)
LT6020,37f,61,2,400k,,5,30µ,50n,3n,Output,90µ,3,30,$3.37500 (LT6020IDD#PBF),9mm² (8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)) (LT6020HDD#PBF),"8-Lead MSOP,8-Lead DFN (3mm x 3mm x 0.75mm w/ EP),10-Lead DFN (3mm x 3mm w/ EP)"
LT6020-1,37f,61,2,400k,,5,30µ,50n,3n,Output,90µ,3,30,$3.37500 (LT6020IDD#PBF),9mm² (8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)) (LT6020HDD#PBF),"8-Lead MSOP,8-Lead DFN (3mm x 3mm x 0.75mm w/ EP),10-Lead DFN (3mm x 3mm w/ EP)"
ADA4077-1,200f,1302,1,3.9M,,1,25µ,7n,1n,,400µ,5,30,$1.69500 (ADA4077-1ARMZ),31mm² (8-Lead SOIC) (ADA4077-1ARZ-RL),"8-Lead SOIC,8-Lead MSOP"
ADA4084-4,550f,425,4,15.9M,13.9M,4.6,100µ,3.9n,250n,Both,565µ,3,30,$8.22000 (ADA4084-4ARUZ-RL),16mm² (16-Lead LFCSP (4mm x 4mm)) (ADA4084-4ACPZ-R7),"16-Lead LFCSP (4mm x 4mm),14-Lead TSSOP"
MAX44241,,3835,1,,5M,3.8,5µ,9n,600p,Output Only,420µ,2.7,36,$1.63000 (MAX44241AUA+),9mm² (5-SOT_23-N/A) (MAX44241AUK+),"5-SOT_23-N/A,Micro-MAX, Thin Shrink Small-Outline"
MAX44242,300f,184536,2,,10M,8,600µ,5n,500f,Output Only,1.2m,2.7,20,$3.66000 (MAX44242AUA+T),9mm² (8-SOT_23-N/A) (MAX44242AKA+),"EVALUATION BOARDS,8-SOT_23-N/A,Micro-MAX, Thin Shrink Small-Outline"
MAX44243,,,4,,5M,3.8,5µ,9n,600p,Output Only,420µ,2.7,36,$4.62000 (MAX44243ASD+),33.405mm² (Thin Shrink Small-Outline Package) (MAX44243AUD+T),"14-SOIC_N-150_MIL,Thin Shrink Small-Outline Package"
MAX44244,100f,10188,1,,1M,700m,7.5µ,50n,300p,Output Only,100µ,2.7,36,$1.73000 (MAX44244AUA+T),9mm² (5-SOT_23-N/A) (MAX44244AUK+),"5-SOT_23-N/A,Micro-MAX, Thin Shrink Small-Outline"
AD8244,800a,5481,4,,3M,800m,350µ,13n,2p,"In to V-, Output",180µ,3,36,$3.66000 (AD8244ARMZ-R7),15.965mm² (10-Lead MSOP) (AD8244ARMZ),10-Lead MSOP
ADA4077-4,200f,193,4,3.9M,,1,50µ,7n,1n,,400µ,5,30,$6.43500 (ADA4077-4ARZ),32.64mm² (14-Lead TSSOP) (ADA4077-4ARUZ-R7),"14-Lead SOIC,14-Lead TSSOP"
ADA4610-2S,,,2,,,,400µ,,25p,Output,,10,36,,,CER. FLATPACK WITH LEADS
ADA4700-1,400f,0,1,3.5M,4.8M,20,2m,14.7n,30n,,1.7m,9,110,$5.22000 (ADA4700-1ARDZ-R7),31mm² (8-Lead SOIC w/ EP) (ADA4700-1ARDZ),8-Lead SOIC w/ EP
LT6238,1p,162,4,215M,,60,350µ,1.1n,10µ,Output,3.15m,3,12.6,$5.94000 (LT6238CGN#PBF),30.85364mm² (16-Lead SSOP (Narrow 0.15 Inch)) (LT6238CGN#TRPBF),16-Lead SSOP (Narrow 0.15 Inch)
AD8634,600f,4,2,9.7M,11M,5,250µ,4.2n,200n,Output,1.1m,3,30,,31mm² (8-Lead SOIC) (AD8634HRZN),"CHIPS OR DIE,8-Lead Flatpack,8-Lead SOIC"
ADA4661-2,360f,136,2,4M,2.1M,2.2,150µ,18n,15p,Both,630µ,3,18,$2.29500 (ADA4661-2ACPZ-R7),9mm² (8-Lead LFCSP (3mm x 3mm w/ EP)) (ADA4661-2ACPZ-R7),"CHIPS OR DIE,8-Lead LFCSP (3mm x 3mm w/ EP),8-Lead MSOP"
ADA4666-2,360f,165,2,4M,2.1M,2,2.2m,18n,15p,Both,630µ,3,18,$1.71000 (ADA4666-2ACPZ-RL),9mm² (8-Lead LFCSP (3mm x 3mm w/ EP)) (ADA4666-2ACPZ-R7),"8-Lead LFCSP (3mm x 3mm w/ EP),8-Lead MSOP"
LT6015,100f,3128,1,3.2M,,750m,50µ,18n,5n,Both,315µ,3,50,$2.77500 (LT6015IS5#TRMPBF),8.12mm² (5-Lead TSOT-23) (LT6015IS5#TRMPBF),5-Lead TSOT-23
LTC2057,170f,634,1,1.5M,,1.2,4µ,11n,200p,"In to V-, Output",800µ,4.75,36,$2.10000 (LTC2057IDD#PBF),9mm² (8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)) (LTC2057HDD#PBF),"8-Lead SOIC (Narrow 0.15 Inch),8-Lead MSOP,10-Lead MSOP,8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)"
LTC2057HV,170f,634,1,1.5M,,1.2,4µ,11n,200p,"In to V-, Output",800µ,4.75,60,$2.10000 (LTC2057IDD#PBF),9mm² (8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)) (LTC2057HDD#PBF),"8-Lead SOIC (Narrow 0.15 Inch),8-Lead MSOP,10-Lead MSOP,8-Lead DFN (3mm x 3mm x 0.75mm w/ EP)"
MAX44245,100f,1717,4,,1M,700m,7.5µ,50n,300p,Output Only,90µ,2.7,36,$4.73000 (MAX44245AUD+T),33.405mm² (Thin Shrink Small-Outline Package) (MAX44245AUD+),"14-SOIC_N-150_MIL,Thin Shrink Small-Outline Package"
ADA4096-2S,200f,,2,783k,,,300µ,27n,25n,Both,,3,30,,,CER. FLATPACK WITH LEADS
LT6016,100f,1009,2,3.2M,,750m,50µ,18n,5n,Both,315µ,3,50,$4.41000 (LT6016IMS8#PBF),14.7mm² (8-Lead MSOP) (LT6016IMS8#PBF),8-Lead MSOP
LT6017,100f,198,4,3.2M,,750m,50µ,18n,5n,Both,315µ,3,50,$7.00500 (LT6017IDJC#PBF),18mm² (22-Lead DFN (6mm x 3mm w/ EP)) (LT6017HDJC#PBF),22-Lead DFN (6mm x 3mm w/ EP)
